dataset_name,scenario,feature_name,baseline_missing_rate,post_filter_missing_rate,missingness_increase,stale_set_to_missing_rate,freshness_source_available,freshness_source_column,clinical_note,needs_fixed_draw_frequency_support
eicu_external,lab24h_freshness_window,bun_latest_value,0.0512033495758339,0.0512033495758339,0.0,0.04861716809799145,True,bun_hours_since_last_real_measurement,Direct laboratory feature filtered by hours_since_last_real_measurement.,False
eicu_external,lab24h_freshness_window,creatinine_latest_value,0.05043767245569298,0.05043767245569298,0.0,0.047741157380414075,True,creatinine_hours_since_last_real_measurement,Direct laboratory feature filtered by hours_since_last_real_measurement.,False
eicu_external,lab24h_freshness_window,platelet_latest_value,0.07147619695308063,0.07147619695308063,0.0,0.0669268383622309,True,platelet_hours_since_last_real_measurement,Direct laboratory feature filtered by hours_since_last_real_measurement.,False
eicu_external,lab24h_freshness_window,shared_support_intensity_proxy,0.0,0.0,0.0,0.0,True,"composite: hemodynamic, lactate, renal, respiratory components",Support proxy component; not full VIS. Lab-dependent components were freshness-filtered when applicable.,False
eicu_external,lab24h_freshness_window,support_hemodynamic_component,0.0,0.0,0.0,0.0,False,none,Support proxy component; not full VIS. Lab-dependent components were freshness-filtered when applicable.,False
eicu_external,lab24h_freshness_window,support_lactate_component,0.0,0.5454569665679688,0.5454569665679688,0.5454569665679688,True,lactate_hours_since_last_real_measurement,Support proxy component; not full VIS. Lab-dependent components were freshness-filtered when applicable.,True
eicu_external,lab24h_freshness_window,support_renal_component,0.0,0.0,0.0,0.047741157380414075,True,creatinine_hours_since_last_real_measurement plus urine_output support signal,Support proxy component; not full VIS. Lab-dependent components were freshness-filtered when applicable.,False
eicu_external,lab24h_freshness_window,support_respiratory_component,0.0,0.0,0.0,0.0,False,none,Support proxy component; not full VIS. Lab-dependent components were freshness-filtered when applicable.,False
eicu_external,lab24h_freshness_window,wbc_latest_value,0.07189185024687142,0.07189185024687142,0.0,0.067424290702397,True,wbc_hours_since_last_real_measurement,Direct laboratory feature filtered by hours_since_last_real_measurement.,False
eicu_external,stale_lab_as_missing,bun_latest_value,0.0512033495758339,0.3999535837969405,0.3487502342211066,0.39736740231909806,True,bun_hours_since_last_real_measurement,Direct laboratory feature filtered by hours_since_last_real_measurement.,True
eicu_external,stale_lab_as_missing,creatinine_latest_value,0.05043767245569298,0.39966728713462696,0.349229614678934,0.39697077205934805,True,creatinine_hours_since_last_real_measurement,Direct laboratory feature filtered by hours_since_last_real_measurement.,True
eicu_external,stale_lab_as_missing,platelet_latest_value,0.07147619695308063,0.453052578714937,0.3815763817618564,0.4485032201240873,True,platelet_hours_since_last_real_measurement,Direct laboratory feature filtered by hours_since_last_real_measurement.,True
eicu_external,stale_lab_as_missing,shared_support_intensity_proxy,0.0,0.0,0.0,0.0,True,"composite: hemodynamic, lactate, renal, respiratory components",Support proxy component; not full VIS. Lab-dependent components were freshness-filtered when applicable.,False
eicu_external,stale_lab_as_missing,support_hemodynamic_component,0.0,0.0,0.0,0.0,False,none,Support proxy component; not full VIS. Lab-dependent components were freshness-filtered when applicable.,False
eicu_external,stale_lab_as_missing,support_lactate_component,0.0,0.6198551015497115,0.6198551015497115,0.6198551015497115,True,lactate_hours_since_last_real_measurement,Support proxy component; not full VIS. Lab-dependent components were freshness-filtered when applicable.,True
eicu_external,stale_lab_as_missing,support_renal_component,0.0,0.0,0.0,0.39697077205934805,True,creatinine_hours_since_last_real_measurement plus urine_output support signal,Support proxy component; not full VIS. Lab-dependent components were freshness-filtered when applicable.,False
eicu_external,stale_lab_as_missing,support_respiratory_component,0.0,0.0,0.0,0.0,False,none,Support proxy component; not full VIS. Lab-dependent components were freshness-filtered when applicable.,False
eicu_external,stale_lab_as_missing,wbc_latest_value,0.07189185024687142,0.4561447728982639,0.38425292265139244,0.4516772133537894,True,wbc_hours_since_last_real_measurement,Direct laboratory feature filtered by hours_since_last_real_measurement.,True
mimic_internal,current_latest_value_reference,bun_latest_value,0.026135196977077724,0.026135196977077724,0.0,0.0,True,bun_hours_since_last_real_measurement,Direct laboratory feature filtered by hours_since_last_real_measurement.,False
mimic_internal,current_latest_value_reference,creatinine_latest_value,0.02571793433644566,0.02571793433644566,0.0,0.0,True,creatinine_hours_since_last_real_measurement,Direct laboratory feature filtered by hours_since_last_real_measurement.,False
mimic_internal,current_latest_value_reference,platelet_latest_value,0.030911398644963835,0.030911398644963835,0.0,0.0,True,platelet_hours_since_last_real_measurement,Direct laboratory feature filtered by hours_since_last_real_measurement.,False
mimic_internal,current_latest_value_reference,shared_support_intensity_proxy,0.0,0.0,0.0,0.0,True,"composite: hemodynamic, lactate, renal, respiratory components",Support proxy component; not full VIS. Lab-dependent components were freshness-filtered when applicable.,False
mimic_internal,current_latest_value_reference,support_hemodynamic_component,0.0,0.0,0.0,0.0,False,none,Support proxy component; not full VIS. Lab-dependent components were freshness-filtered when applicable.,False
mimic_internal,current_latest_value_reference,support_lactate_component,0.0,0.0,0.0,0.0,True,lactate_hours_since_last_real_measurement,Support proxy component; not full VIS. Lab-dependent components were freshness-filtered when applicable.,False
mimic_internal,current_latest_value_reference,support_renal_component,0.0,0.0,0.0,0.0,True,creatinine_hours_since_last_real_measurement plus urine_output support signal,Support proxy component; not full VIS. Lab-dependent components were freshness-filtered when applicable.,False
mimic_internal,current_latest_value_reference,support_respiratory_component,0.0,0.0,0.0,0.0,False,none,Support proxy component; not full VIS. Lab-dependent components were freshness-filtered when applicable.,False
mimic_internal,current_latest_value_reference,wbc_latest_value,0.03065327803471237,0.03065327803471237,0.0,0.0,True,wbc_hours_since_last_real_measurement,Direct laboratory feature filtered by hours_since_last_real_measurement.,False
mimic_internal,lab12h_freshness_window,bun_latest_value,0.026135196977077724,0.2826139272565661,0.25647873027948836,0.2803704127794932,True,bun_hours_since_last_real_measurement,Direct laboratory feature filtered by hours_since_last_real_measurement.,True
mimic_internal,lab12h_freshness_window,creatinine_latest_value,0.02571793433644566,0.2815600964944116,0.25584216215796596,0.2794165309754436,True,creatinine_hours_since_last_real_measurement,Direct laboratory feature filtered by hours_since_last_real_measurement.,True
mimic_internal,lab12h_freshness_window,platelet_latest_value,0.030911398644963835,0.36632457599323065,0.3354131773482668,0.3640267203350522,True,platelet_hours_since_last_real_measurement,Direct laboratory feature filtered by hours_since_last_real_measurement.,True
mimic_internal,lab12h_freshness_window,shared_support_intensity_proxy,0.0,0.0,0.0,0.0,True,"composite: hemodynamic, lactate, renal, respiratory components",Support proxy component; not full VIS. Lab-dependent components were freshness-filtered when applicable.,False
mimic_internal,lab12h_freshness_window,support_hemodynamic_component,0.0,0.0,0.0,0.0,False,none,Support proxy component; not full VIS. Lab-dependent components were freshness-filtered when applicable.,False
mimic_internal,lab12h_freshness_window,support_lactate_component,0.0,0.6099273574854006,0.6099273574854006,0.6099273574854006,True,lactate_hours_since_last_real_measurement,Support proxy component; not full VIS. Lab-dependent components were freshness-filtered when applicable.,True
mimic_internal,lab12h_freshness_window,support_renal_component,0.0,0.0,0.0,0.2794165309754436,True,creatinine_hours_since_last_real_measurement plus urine_output support signal,Support proxy component; not full VIS. Lab-dependent components were freshness-filtered when applicable.,False
mimic_internal,lab12h_freshness_window,support_respiratory_component,0.0,0.0,0.0,0.0,False,none,Support proxy component; not full VIS. Lab-dependent components were freshness-filtered when applicable.,False
mimic_internal,lab12h_freshness_window,wbc_latest_value,0.03065327803471237,0.3685603274444313,0.33790704940971894,0.36628673124210354,True,wbc_hours_since_last_real_measurement,Direct laboratory feature filtered by hours_since_last_real_measurement.,True
mimic_internal,lab24h_freshness_window,bun_latest_value,0.026135196977077724,0.026135196977077724,0.0,0.02389168250000485,True,bun_hours_since_last_real_measurement,Direct laboratory feature filtered by hours_since_last_real_measurement.,False
mimic_internal,lab24h_freshness_window,creatinine_latest_value,0.02571793433644566,0.02571793433644566,0.0,0.023574368817477678,True,creatinine_hours_since_last_real_measurement,Direct laboratory feature filtered by hours_since_last_real_measurement.,False
mimic_internal,lab24h_freshness_window,platelet_latest_value,0.030911398644963835,0.030911398644963835,0.0,0.02861354298678539,True,platelet_hours_since_last_real_measurement,Direct laboratory feature filtered by hours_since_last_real_measurement.,False
mimic_internal,lab24h_freshness_window,shared_support_intensity_proxy,0.0,0.0,0.0,0.0,True,"composite: hemodynamic, lactate, renal, respiratory components",Support proxy component; not full VIS. Lab-dependent components were freshness-filtered when applicable.,False
mimic_internal,lab24h_freshness_window,support_hemodynamic_component,0.0,0.0,0.0,0.0,False,none,Support proxy component; not full VIS. Lab-dependent components were freshness-filtered when applicable.,False
mimic_internal,lab24h_freshness_window,support_lactate_component,0.0,0.4828427424441499,0.4828427424441499,0.4828427424441499,True,lactate_hours_since_last_real_measurement,Support proxy component; not full VIS. Lab-dependent components were freshness-filtered when applicable.,True
mimic_internal,lab24h_freshness_window,support_renal_component,0.0,0.0,0.0,0.023574368817477678,True,creatinine_hours_since_last_real_measurement plus urine_output support signal,Support proxy component; not full VIS. Lab-dependent components were freshness-filtered when applicable.,False
mimic_internal,lab24h_freshness_window,support_respiratory_component,0.0,0.0,0.0,0.0,False,none,Support proxy component; not full VIS. Lab-dependent components were freshness-filtered when applicable.,False
mimic_internal,lab24h_freshness_window,wbc_latest_value,0.03065327803471237,0.03065327803471237,0.0,0.028379681832384627,True,wbc_hours_since_last_real_measurement,Direct laboratory feature filtered by hours_since_last_real_measurement.,False
mimic_internal,stale_lab_as_missing,bun_latest_value,0.026135196977077724,0.2826139272565661,0.25647873027948836,0.2803704127794932,True,bun_hours_since_last_real_measurement,Direct laboratory feature filtered by hours_since_last_real_measurement.,True
mimic_internal,stale_lab_as_missing,creatinine_latest_value,0.02571793433644566,0.2815600964944116,0.25584216215796596,0.2794165309754436,True,creatinine_hours_since_last_real_measurement,Direct laboratory feature filtered by hours_since_last_real_measurement.,True
mimic_internal,stale_lab_as_missing,platelet_latest_value,0.030911398644963835,0.36632457599323065,0.3354131773482668,0.3640267203350522,True,platelet_hours_since_last_real_measurement,Direct laboratory feature filtered by hours_since_last_real_measurement.,True
mimic_internal,stale_lab_as_missing,shared_support_intensity_proxy,0.0,0.0,0.0,0.0,True,"composite: hemodynamic, lactate, renal, respiratory components",Support proxy component; not full VIS. Lab-dependent components were freshness-filtered when applicable.,False
mimic_internal,stale_lab_as_missing,support_hemodynamic_component,0.0,0.0,0.0,0.0,False,none,Support proxy component; not full VIS. Lab-dependent components were freshness-filtered when applicable.,False
mimic_internal,stale_lab_as_missing,support_lactate_component,0.0,0.6099273574854006,0.6099273574854006,0.6099273574854006,True,lactate_hours_since_last_real_measurement,Support proxy component; not full VIS. Lab-dependent components were freshness-filtered when applicable.,True
mimic_internal,stale_lab_as_missing,support_renal_component,0.0,0.0,0.0,0.2794165309754436,True,creatinine_hours_since_last_real_measurement plus urine_output support signal,Support proxy component; not full VIS. Lab-dependent components were freshness-filtered when applicable.,False
mimic_internal,stale_lab_as_missing,support_respiratory_component,0.0,0.0,0.0,0.0,False,none,Support proxy component; not full VIS. Lab-dependent components were freshness-filtered when applicable.,False
mimic_internal,stale_lab_as_missing,wbc_latest_value,0.03065327803471237,0.3685603274444313,0.33790704940971894,0.36628673124210354,True,wbc_hours_since_last_real_measurement,Direct laboratory feature filtered by hours_since_last_real_measurement.,True
