dataset_name,model_name,threshold,n,prevalence,tp,fp,positive_n,net_benefit,treat_all_net_benefit,treat_none_net_benefit,net_benefit_minus_treat_all,net_benefit_minus_treat_none,interpretation_note
mimic_internal,P15_clinically_parsimonious_transport_model,0.3,1030526,0.020190659915421832,14691,258237,272928,-0.0931388436584812,-0.3997276286922545,0.0,0.3065887850337733,-0.0931388436584812,supplementary clinical utility estimate; not an automatic intervention trigger
eicu_external,P10_true_trained_ultra_minimal_sensitivity_model,0.005,1051357,0.02148937040415387,22593,1028764,1051357,0.01657223156196369,0.01657223156196369,0.0,0.0,0.01657223156196369,supplementary clinical utility estimate; not an automatic intervention trigger
eicu_external,P10_true_trained_ultra_minimal_sensitivity_model,0.01,1051357,0.02148937040415387,22593,1028764,1051357,0.011605424650660475,0.011605424650660476,0.0,-1.734723475976807e-18,0.011605424650660475,supplementary clinical utility estimate; not an automatic intervention trigger
eicu_external,P10_true_trained_ultra_minimal_sensitivity_model,0.02,1051357,0.02148937040415387,22593,1028751,1051344,0.0015200180648942858,0.0015197657185243574,0.0,2.523463699284634e-07,0.0015200180648942858,supplementary clinical utility estimate; not an automatic intervention trigger
eicu_external,P10_true_trained_ultra_minimal_sensitivity_model,0.03,1051357,0.02148937040415387,22593,1028517,1051110,-0.008766578929622706,-0.008773844944171268,0.0,7.2660145485625716e-06,-0.008766578929622706,supplementary clinical utility estimate; not an automatic intervention trigger
eicu_external,P10_true_trained_ultra_minimal_sensitivity_model,0.05,1051357,0.02148937040415387,22553,1021986,1044539,-0.029709924261792395,-0.030011189048259092,0.0,0.00030126478646669633,-0.029709924261792395,supplementary clinical utility estimate; not an automatic intervention trigger
eicu_external,P10_true_trained_ultra_minimal_sensitivity_model,0.075,1051357,0.02148937040415387,22476,985035,1007511,-0.05458821570855826,-0.05784932929280662,0.0,0.003261113584248354,-0.05458821570855826,supplementary clinical utility estimate; not an automatic intervention trigger
eicu_external,P10_true_trained_ultra_minimal_sensitivity_model,0.1,1051357,0.02148937040415387,22230,912806,935036,-0.0753244510560056,-0.08723403288427349,0.0,0.011909581828267887,-0.0753244510560056,supplementary clinical utility estimate; not an automatic intervention trigger
eicu_external,P10_true_trained_ultra_minimal_sensitivity_model,0.15,1051357,0.02148937040415387,21091,723343,744434,-0.10135259926540875,-0.1511889759951131,0.0,0.049836376729704354,-0.10135259926540875,supplementary clinical utility estimate; not an automatic intervention trigger
eicu_external,P10_true_trained_ultra_minimal_sensitivity_model,0.2,1051357,0.02148937040415387,19532,537205,556737,-0.10916296747917217,-0.2231382869948077,0.0,0.11397531951563553,-0.10916296747917217,supplementary clinical utility estimate; not an automatic intervention trigger
eicu_external,P10_true_trained_ultra_minimal_sensitivity_model,0.3,1051357,0.02148937040415387,16190,281373,297563,-0.09929874302585001,-0.39787232799406586,0.0,0.29857358496821584,-0.09929874302585001,supplementary clinical utility estimate; not an automatic intervention trigger
eicu_external,P12_true_trained_clinical_landing_model,0.005,1051357,0.02148937040415387,22593,1028764,1051357,0.01657223156196369,0.01657223156196369,0.0,0.0,0.01657223156196369,supplementary clinical utility estimate; not an automatic intervention trigger
eicu_external,P12_true_trained_clinical_landing_model,0.01,1051357,0.02148937040415387,22593,1028764,1051357,0.011605424650660475,0.011605424650660476,0.0,-1.734723475976807e-18,0.011605424650660475,supplementary clinical utility estimate; not an automatic intervention trigger
eicu_external,P12_true_trained_clinical_landing_model,0.02,1051357,0.02148937040415387,22593,1028751,1051344,0.0015200180648942858,0.0015197657185243574,0.0,2.523463699284634e-07,0.0015200180648942858,supplementary clinical utility estimate; not an automatic intervention trigger
eicu_external,P12_true_trained_clinical_landing_model,0.03,1051357,0.02148937040415387,22593,1028566,1051159,-0.008768020365707237,-0.008773844944171268,0.0,5.824578464031643e-06,-0.008768020365707237,supplementary clinical utility estimate; not an automatic intervention trigger
eicu_external,P12_true_trained_clinical_landing_model,0.05,1051357,0.02148937040415387,22558,1022370,1044928,-0.029724391779786558,-0.030011189048259092,0.0,0.00028679726847253423,-0.029724391779786558,supplementary clinical utility estimate; not an automatic intervention trigger
eicu_external,P12_true_trained_clinical_landing_model,0.075,1051357,0.02148937040415387,22479,986687,1009166,-0.05471276516791979,-0.05784932929280662,0.0,0.0031365641248868245,-0.05471276516791979,supplementary clinical utility estimate; not an automatic intervention trigger
eicu_external,P12_true_trained_clinical_landing_model,0.1,1051357,0.02148937040415387,22285,918110,940395,-0.07583268311546147,-0.08723403288427349,0.0,0.011401349768812019,-0.07583268311546147,supplementary clinical utility estimate; not an automatic intervention trigger
eicu_external,P12_true_trained_clinical_landing_model,0.15,1051357,0.02148937040415387,21271,734402,755673,-0.10303764843072,-0.1511889759951131,0.0,0.04815132756439311,-0.10303764843072,supplementary clinical utility estimate; not an automatic intervention trigger
eicu_external,P12_true_trained_clinical_landing_model,0.2,1051357,0.02148937040415387,19776,551741,571517,-0.1123873717490824,-0.2231382869948077,0.0,0.1107509152457253,-0.1123873717490824,supplementary clinical utility estimate; not an automatic intervention trigger
eicu_external,P12_true_trained_clinical_landing_model,0.3,1051357,0.02148937040415387,16560,293461,310021,-0.10387432622791307,-0.39787232799406586,0.0,0.29399800176615276,-0.10387432622791307,supplementary clinical utility estimate; not an automatic intervention trigger
eicu_external,P15_clinically_parsimonious_transport_model,0.005,1051357,0.02148937040415387,22593,1028764,1051357,0.01657223156196369,0.01657223156196369,0.0,0.0,0.01657223156196369,supplementary clinical utility estimate; not an automatic intervention trigger
eicu_external,P15_clinically_parsimonious_transport_model,0.01,1051357,0.02148937040415387,22593,1028764,1051357,0.011605424650660475,0.011605424650660476,0.0,-1.734723475976807e-18,0.011605424650660475,supplementary clinical utility estimate; not an automatic intervention trigger
eicu_external,P15_clinically_parsimonious_transport_model,0.02,1051357,0.02148937040415387,22593,1028731,1051324,0.0015204062900787893,0.0015197657185243574,0.0,6.405715544319235e-07,0.0015204062900787893,supplementary clinical utility estimate; not an automatic intervention trigger
eicu_external,P15_clinically_parsimonious_transport_model,0.03,1051357,0.02148937040415387,22593,1028217,1050810,-0.008757753810737814,-0.008773844944171268,0.0,1.6091133433454585e-05,-0.008757753810737814,supplementary clinical utility estimate; not an automatic intervention trigger
eicu_external,P15_clinically_parsimonious_transport_model,0.05,1051357,0.02148937040415387,22547,1016020,1038567,-0.029416969537564563,-0.030011189048259092,0.0,0.0005942195106945283,-0.029416969537564563,supplementary clinical utility estimate; not an automatic intervention trigger
eicu_external,P15_clinically_parsimonious_transport_model,0.075,1051357,0.02148937040415387,22437,963272,985709,-0.052946939179684085,-0.05784932929280662,0.0,0.004902390113122532,-0.052946939179684085,supplementary clinical utility estimate; not an automatic intervention trigger
eicu_external,P15_clinically_parsimonious_transport_model,0.1,1051357,0.02148937040415387,22158,877125,899283,-0.07162204021405986,-0.08723403288427349,0.0,0.015611992670213626,-0.07162204021405986,supplementary clinical utility estimate; not an automatic intervention trigger
eicu_external,P15_clinically_parsimonious_transport_model,0.15,1051357,0.02148937040415387,20897,671906,692803,-0.09290340679600129,-0.1511889759951131,0.0,0.05828556919911182,-0.09290340679600129,supplementary clinical utility estimate; not an automatic intervention trigger
eicu_external,P15_clinically_parsimonious_transport_model,0.2,1051357,0.02148937040415387,19278,487225,506503,-0.09751991949451994,-0.2231382869948077,0.0,0.12561836750028776,-0.09751991949451994,supplementary clinical utility estimate; not an automatic intervention trigger
eicu_external,P15_clinically_parsimonious_transport_model,0.3,1051357,0.02148937040415387,15942,246317,262259,-0.0852445254765304,-0.39787232799406586,0.0,0.31262780251753547,-0.0852445254765304,supplementary clinical utility estimate; not an automatic intervention trigger
